parametres,cours_eau,station_mesure,code_prelevement,date_prelevement,date_analyse,resultat_analyse,unite_mesure,qualification_resultat,,,,,,,,
Fenpropidine,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Metconazole,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Isonuron_Iso,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Endosulfan_B,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.002,µg/L,Correcte,,,,,,,,
Fénitrothion,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.007,µg/L,Correcte,,,,,,,,
HCH_delta,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.001,µg/L,Correcte,,,,,,,,
PCB_101,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.002,µg/L,Correcte,,,,,,,,
Ethoprophos,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.007,µg/L,Correcte,,,,,,,,
5a126dichl4trflmtph,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.007,µg/L,Correcte,,,,,,,,
HCH_delta,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.001,µg/L,Correcte,,,,,,,,
Chlorsulfuron,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.007,µg/L,Correcte,,,,,,,,
Isoxaflutole,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.014,µg/L,Correcte,,,,,,,,
Desméthylisoproturon,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.007,µg/L,Correcte,,,,,,,,
Nitrates,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20171220163318-PC-192,0001-01-01T15:11:28+00:53,1340,173,1,75680009000257,Eurofins_IPL_Est_-_Maxéville,75680009000257,Eurofins_IPL_Est_-_Maxéville,46.9888461009,-1.80915019184,,
Méthidation,le_Falleron,FALLERON_à_MACHECOUL,20190219104455-PC-480182,2018-07-17,2018-07-20,0.007,µg/L,Correcte,,,,,,,,
Phoxime,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Silicates,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180426103738-PC-5583,0001-01-01T15:03:28+00:53,1342,337,1,-1.80915019184,,,,,,,
Uranium,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180426103738-PC-5583,0001-01-01T15:03:28+00:53,1361,421,1,-1.80915019184,,,,,,,
Vanadium,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180525155404-PC-8441,0001-01-01T16:23:28+00:53,1384,347,1,-1.80915019184,,,,,,,
Sélénium,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180830094105-PC-12765,0001-01-01T15:35:28+00:53,1385,333,1,-1.80915019184,,,,,,,
Cuivre,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180426103738-PC-5583,0001-01-01T15:03:28+00:53,1392,304,1,-1.80915019184,,,,,,,
Pyriméthanil,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Propanil,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Tébutame,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Isoxaben,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-04,0.007,µg/L,Correcte,,,,,,,,
Cadmium,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180803145940-PC-11705,0001-01-01T15:08:28+00:53,1388,293,1,-1.80915019184,,,,,,,
Manganèse,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20180803145940-PC-11705,0001-01-01T15:08:28+00:53,1394,321,1,-1.80915019184,,,,,,,
Nitrites,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20181105101442-PC-17032,0001-01-01T14:23:28+00:53,1339,171,1,75680009000257,Eurofins_IPL_Est_-_Maxéville,75680009000257,Eurofins_IPL_Est_-_Maxéville,46.9888461009,-1.80915019184,,
Titane,le_Falleron,FALLERON_à_MACHECOUL,_centrifugée...),20181105101442-PC-17032,0001-01-01T14:23:28+00:53,1373,388,1,-1.80915019184,,,,,,,
Chlorméphos,la_Chère,CHERE_à_CHATEAUBRIANT,20171220163414-PC-215,2018-01-11,2018-01-11,0.02,µg/L,Correcte,,,,,,,,
Cyperméthrine,la_Chère,CHERE_à_CHATEAUBRIANT,20171220163414-PC-215,2018-01-11,2018-01-11,0.02,µg/L,Correcte,,,,,,,,
Métaldéhyde,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.02,µg/L,Correcte,,,,,,,,
Phosphate_de_tributyle,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.03,µg/L,Correcte,,,,,,,,
Tébufénozide,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
Zoxamide,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.005,µg/L,Correcte,,,,,,,,
tribromodiphényl_éther,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.001,µg/L,Correcte,,,,,,,,
Chlorfluazuron,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
PCB_114,la_Chère,CHERE_à_PIERRIC,20181001100605-PC-15629,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
Chlorpyriphos-éthyl,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Silicates,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180426103903-PC-5613,0001-01-01T12:30:28+00:53,1342,337,1,-1.78567827469,,,,,,,
Antimoine,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180625153127-PC-9605,0001-01-01T15:57:28+00:53,1376,330,1,-1.78567827469,,,,,,,
Argent,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180830094235-PC-12802,0001-01-01T14:45:28+00:53,1368,276,1,-1.78567827469,,,,,,,
Thallium,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180830094235-PC-12802,0001-01-01T14:45:28+00:53,2555,480,1,-1.78567827469,,,,,,,
Formothion,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Chloronaphtalène-2,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Chloro-4_Méthylphénol-3,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Ethiophencarbe,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.1,µg/L,Correcte,,,,,,,,
PCB_149,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.001,µg/L,Correcte,,,,,,,,
Siduron,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Fenbuconazole,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Pretilachlore,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.04,µg/L,Correcte,,,,,,,,
Dipropyl_phtalate,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.5,µg/L,Correcte,,,,,,,,
Dimétachlore,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.002,µg/L,Correcte,,,,,,,,
Resmethrine,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.05,µg/L,Correcte,,,,,,,,
HCH_alpha+beta+delta+gamm,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.004,µg/L,Correcte,,,,,,,,
Uranium,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180103144756-PC-1123,0001-01-01T15:57:28+00:53,1361,421,1,-1.78567827469,,,,,,,
Cadmium,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180426103903-PC-5613,0001-01-01T12:30:28+00:53,1388,293,1,-1.78567827469,,,,,,,
Arsenic,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20180625153127-PC-9605,0001-01-01T15:57:28+00:53,1369,280,1,-1.78567827469,,,,,,,
Fer,la_Chère,CHERE_à_PIERRIC,_centrifugée...),20181001100605-PC-15629,0001-01-01T13:43:28+00:53,1393,307,1,-1.78567827469,,,,,,,
Phosalone,la_Chère,CHERE_à_PIERRIC,20181105101618-PC-17071,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Azaconazole,l'Isac,ISAC_à_GUENROUET,20180103144801-PC-1128,2018-02-15,2018-02-15,0.01,µg/L,Correcte,,,,,,,,
HCH_epsilon,l'Isac,ISAC_à_GUENROUET,20180103144801-PC-1128,2018-02-15,2018-02-15,0.001,µg/L,Correcte,,,,,,,,
Tribenuron-Methyle,l'Isac,ISAC_à_GUENROUET,20180103144801-PC-1128,2018-02-15,2018-02-15,0.1,µg/L,Correcte,,,,,,,,
Tributyltin+,l'Isac,ISAC_à_GUENROUET,20180103144801-PC-1128,2018-02-15,2018-02-15,5E-05,µg/L,Correcte,,,,,,,,
Triflusulfuron-methyl,l'Isac,ISAC_à_GUENROUET,20180103144801-PC-1128,2018-02-15,2018-02-15,0.005,µg/L,Correcte,,,,,,,,
Nitrophénol-2,l'Isac,ISAC_à_GUENROUET,20180205184006-PC-1997,2018-03-22,2018-03-22,0.02,µg/L,Correcte,,,,,,,,
Méthylphénol-3,l'Isac,ISAC_à_GUENROUET,20180205184006-PC-1997,2018-03-22,2018-03-22,0.02,µg/L,Correcte,,,,,,,,
Isofenphos,l'Isac,ISAC_à_GUENROUET,20180205184006-PC-1997,2018-03-22,2018-03-22,0.002,µg/L,Correcte,,,,,,,,
p-tert-Amylphenol,l'Isac,ISAC_à_GUENROUET,20180205184006-PC-1997,2018-03-22,2018-03-22,0.02,µg/L,Correcte,,,,,,,,
Atrazine,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.002,µg/L,Correcte,,,,,,,,
DDT_44',le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.001,µg/L,Correcte,,,,,,,,
Prochloraz,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.001,µg/L,Correcte,,,,,,,,
Oxygène_dissous,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,10.0,mg(O2)/L,Correcte,,,,,,,,
Procymidone,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.01,µg/L,Correcte,,,,,,,,
Norflurazone,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.002,µg/L,Correcte,,,,,,,,
Metconazole,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.002,µg/L,Correcte,,,,,,,,
Myclobutanil,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.005,µg/L,Correcte,,,,,,,,
phosmet,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.005,µg/L,Correcte,,,,,,,,
Flumioxazine,le_Blaison,BLAISON_À_REMOUILLE,20180103144633-PC-1076,2018-02-26,2018-02-26,0.02,µg/L,Correcte,,,,,,,,
Bromoforme,le_Blaison,BLAISON_À_REMOUILLE,20180228100045-PC-2762,2018-04-25,2018-04-25,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.0083453221,-1.36557421936,,,,
DDD_24',le_Blaison,BLAISON_À_REMOUILLE,20180228100045-PC-2762,2018-04-25,2018-04-25,0.001,µg/L,Correcte,,,,,,,,
Para-sec-butylphenol,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.01,µg/L,Correcte,,,,,,,,
Mecoprop-1-octyl_ester,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.1,µg/L,Correcte,,,,,,,,
Alachlor_ESA,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.074,µg/L,Correcte,,,,,,,,
Cobalt,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180205183836-PC-1961,0001-01-01T13:21:28+00:53,1379,299,1,-1.41462539243,,,,,,,
Etain,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180205183836-PC-1961,0001-01-01T13:21:28+00:53,1380,338,1,-1.41462539243,,,,,,,
Carbone_Organique,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180205183836-PC-1961,0001-01-01T13:21:28+00:53,1841,163,1,-1.41462539243,,,,,,,
Zinc,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180228100049-PC-2763,0001-01-01T15:24:28+00:53,1383,349,1,-1.41462539243,,,,,,,
Cuivre,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180404102231-PC-4264,0001-01-01T15:53:28+00:53,1392,304,1,-1.41462539243,,,,,,,
Arsenic,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180426103711-PC-5570,0001-01-01T10:51:28+00:53,1369,280,1,-1.41462539243,,,,,,,
Lithium,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180525155338-PC-8433,0001-01-01T11:23:28+00:53,1364,318,1,-1.41462539243,,,,,,,
Vanadium,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180525155338-PC-8433,0001-01-01T11:23:28+00:53,1384,347,1,-1.41462539243,,,,,,,
Ammonium,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180725144815-PC-11060,0001-01-01T10:53:28+00:53,1335,162,1,,,,,,,,
Fer,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180803145917-PC-11698,0001-01-01T11:43:28+00:53,1393,307,1,-1.41462539243,,,,,,,
Folpel,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.05,µg/L,Correcte,,,,,,,,
Méthabenzthiazuron,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.005,µg/L,Correcte,,,,,,,,
Prochloraz,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.001,µg/L,Correcte,,,,,,,,
Cloquintocet-mexyl,la_Maine,MAINE_à_CHATEAU-THEBAUD,20180906113738-PC-13489,2018-07-16,2018-07-17,0.02,µg/L,Correcte,,,,,,,,
DDE_44',la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.002,µg/L,Correcte,,,,,,,,
Mésitylène,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,1.0,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.1253978592,-1.41462539243,,,,
Méthylphénol-3,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.02,µg/L,Correcte,,,,,,,,
Aclonifène,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.03,µg/L,Correcte,,,,,,,,
Trichloronat,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.01,µg/L,Correcte,,,,,,,,
Coumatétralyle,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.002,µg/L,Correcte,,,,,,,,
2-chloro-4-nitrotoluene,la_Maine,MAINE_à_CHATEAU-THEBAUD,20181001100405-PC-15591,2018-11-29,2018-11-30,0.05,µg/L,Correcte,,,,,,,,
4-Chloro-2-toluidine,le_Falleron,FALLERON_à_MACHECOUL,20181001100433-PC-15600,2018-11-27,2018-11-28,0.05,µg/L,Correcte,,,,,,,,
Fer,la_Maine,MAINE_à_CHATEAU-THEBAUD,_centrifugée...),20180103144634-PC-1077,0001-01-01T10:28:28+00:53,1393,307,1,-1.41462539243,,,,,,,
Imazalil,la_Maine,MAINE_à_CHATEAU-THEBAUD,20180906113738-PC-13489,2018-07-16,2018-07-17,0.01,µg/L,Correcte,,,,,,,,
Fludioxonil,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163259-PC-184,2018-01-08,2018-01-08,0.002,µg/L,Correcte,,,,,,,,
4octylphenol_monoethoxyla,le_Falleron,FALLERON_à_MACHECOUL,20181001100433-PC-15600,2018-11-27,2018-11-28,0.02,µg/L,Correcte,,,,,,,,
Benzo(a)anthracène,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_VERTOU,20171220163303-PC-186,2018-01-18,2018-01-18,0.0011,µg/L,Correcte,,,,,,,,
Bifenthrine,le_Falleron,FALLERON_à_MACHECOUL,20181105101442-PC-17032,2018-12-17,2018-12-18,0.01,µg/L,Correcte,,,,,,,,
Coumaphos,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.05,µg/L,Correcte,,,,,,,,
Ethion,le_Falleron,FALLERON_à_MACHECOUL,20181105101442-PC-17032,2018-12-17,2018-12-18,0.005,µg/L,Correcte,,,,,,,,
Di-n-octyl_phthalate,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.5,µg/L,Correcte,,,,,,,,
Métolachlore_énant_S,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.1,µg/L,Correcte,,,,,,,,
Teinte_de_l'eau,la_Chère,CHERE_à_PIERRIC,20180404102418-PC-4302,2018-05-29,2018-05-29,,X,Correcte,,,,,,,,
Depalléthrine,le_Falleron,FALLERON_à_MACHECOUL,20181105101442-PC-17032,2018-12-17,2018-12-18,0.02,µg/L,Correcte,,,,,,,,
Metconazole,la_Chère,CHERE_à_PIERRIC,20180404102418-PC-4302,2018-05-29,2018-05-29,0.002,µg/L,Correcte,,,,,,,,
Flazasulfuron,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.002,µg/L,Correcte,,,,,,,,
Acénaphtène,la_Cône,R_CONE_À_JANS,20180228100249-PC-2810,2018-04-16,2018-04-16,0.01,µg/L,Correcte,,,,,,,,
Fluoranthène,la_Chère,CHERE_à_PIERRIC,20180803150049-PC-11726,2018-09-05,2018-09-06,0.0005,µg/L,Correcte,,,,,,,,
Métobromuron,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.002,µg/L,Correcte,,,,,,,,
Carbofuran,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.002,µg/L,Correcte,,,,,,,,
Dipentyl_phtalate,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.5,µg/L,Correcte,,,,,,,,
Indéno_(123cd)_pyrène,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.0006000000000000001,µg/L,Correcte,,,,,,,,
Xylène_méta_+_para,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.03,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Lénacile,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.005,µg/L,Correcte,,,,,,,,
Pyriméthanil,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.002,µg/L,Correcte,,,,,,,,
Diallate,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.02,µg/L,Correcte,,,,,,,,
Flurochloridone,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.02,µg/L,Correcte,,,,,,,,
Chloroxuron,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.005,µg/L,Correcte,,,,,,,,
Bromacil,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.004,µg/L,Correcte,,,,,,,,
Buprofézine,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.05,µg/L,Correcte,,,,,,,,
Hexythiazox,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.005,µg/L,Correcte,,,,,,,,
Fluazifop-butyl,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.01,µg/L,Correcte,,,,,,,,
dithianon,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.02,µg/L,Correcte,,,,,,,,
Métosulame,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.005,µg/L,Correcte,,,,,,,,
Propachlore_OXA,la_Cône,R_CONE_À_JANS,20180228100249-PC-2810,2018-04-16,2018-04-16,0.02,µg/L,Correcte,,,,,,,,
Sébuthylazine,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.002,µg/L,Correcte,,,,,,,,
Iprodione,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.005,µg/L,Correcte,,,,,,,,
propaquizafop,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.02,µg/L,Correcte,,,,,,,,
Conductivité,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,403.0,µS/cm,Correcte,,,,,,,,
N-Ethyl-2-MethylAniline,la_Chère,CHERE_à_PIERRIC,20180625153127-PC-9605,2018-08-20,2018-08-21,0.1,µg/L,Correcte,,,,,,,,
PCB_81,la_Cône,R_CONE_À_JANS,20180404102421-PC-4303,2018-05-29,2018-05-29,0.01,µg/L,Correcte,,,,,,,,
PCB_118,la_Chère,CHERE_à_PIERRIC,20180803150049-PC-11726,2018-09-05,2018-09-06,0.005,µg/L,Correcte,,,,,,,,
Fluoranthène,la_Cône,R_CONE_À_JANS,20180228100249-PC-2810,2018-04-16,2018-04-16,0.005,µg/L,Correcte,,,,,,,,
Toluene,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.1,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Perméthrine,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.02,µg/L,Correcte,,,,,,,,
Chloroaniline-2,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.01,µg/L,Correcte,,,,,,,,
p-tert-Amylphenol,la_Chère,CHERE_à_PIERRIC,20180525155528-PC-8468,2018-07-31,2018-08-01,0.02,µg/L,Correcte,,,,,,,,
Métamitrone,la_Cône,R_CONE_À_JANS,20180228100249-PC-2810,2018-04-16,2018-04-16,0.002,µg/L,Correcte,,,,,,,,
Fénuron,le_Don,DON_à_GUEMENE-PENFAO,20180426103909-PC-5615,2018-06-18,2018-06-18,0.002,µg/L,Correcte,,,,,,,,
Endosulfan_B,la_Cône,R_CONE_À_JANS,20180228100249-PC-2810,2018-04-16,2018-04-16,0.001,µg/L,Correcte,,,,,,,,
Didéméthylisoproturon,le_Falleron,FALLERON_à_MACHECOUL,20190102160412-PC-412190,2016-04-29,2016-04-30,0.002,µg/L,Correcte,,,,,,,,
Fenpropidine,le_Don,DON_à_GUEMENE-PENFAO,20180625153130-PC-9607,2018-08-20,2018-08-21,0.001,µg/L,Correcte,,,,,,,,
Bromophos_éthyl,le_Falleron,FALLERON_à_MACHECOUL,20190102160450-PC-412213,2016-06-28,2016-06-29,0.01,µg/L,Correcte,,,,,,,,
Resmethrine,le_Don,DON_à_GUEMENE-PENFAO,20180625153130-PC-9607,2018-08-20,2018-08-21,0.05,µg/L,Correcte,,,,,,,,
Tributyltin+,le_Don,DON_à_GUEMENE-PENFAO,20180625153130-PC-9607,2018-08-20,2018-08-21,5E-05,µg/L,Correcte,,,,,,,,
tétrabromodiph_éther_47,le_Don,DON_à_GUEMENE-PENFAO,20180625153130-PC-9607,2018-08-20,2018-08-21,0.0005,µg/L,Correcte,,,,,,,,
PCB_180,le_Falleron,FALLERON_à_MACHECOUL,20190102160450-PC-412213,2016-06-28,2016-06-29,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Haloxyfop_méthyl,le_Don,DON_à_GUEMENE-PENFAO,20180625153130-PC-9607,2018-08-20,2018-08-21,0.01,µg/L,Correcte,,,,,,,,
Méthoxychlore,canal_de_Haute_Perche,CANAL_DE_HAUTE_PERCHE_à_PORNIC,20190102204042-PC-424800,2016-07-21,2016-07-22,0.004,µg/L,Correcte,,,,,,,,
PCB169,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.001,µg/L,Correcte,,,,,,,,
Lambda-cyhalothrine,canal_de_Haute_Perche,CANAL_DE_HAUTE_PERCHE_à_PORNIC,20190102204045-PC-424801,2016-05-25,2016-05-26,0.007,µg/L,Correcte,,,,,,,,
Terbutryne,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.002,µg/L,Correcte,,,,,,,,
Tétrachl.Carbone,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.1,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6217385359,-1.79758355226,,,,
Titre_alcalim.complet,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,8.8,°f,Correcte,,,,,,,,
